0,1
Datasets\IAM_Sentences\sentences\g06\g06-018k\g06-018k-s02-00.png,The
Datasets\IAM_Sentences\sentences\g03\g03-000\g03-000-s03-03.png,"would , and the comrades helped in many"
Datasets\IAM_Sentences\sentences\p03\p03-173\p03-173-s06-02.png,"and kissed her again , somewhat startled to"
Datasets\IAM_Sentences\sentences\f07\f07-021b\f07-021b-s01-04.png,but Jacob must have had one that
Datasets\IAM_Sentences\sentences\k04\k04-085\k04-085-s03-00.png,It was true .
Datasets\IAM_Sentences\sentences\a03\a03-043\a03-043-s00-04.png,Pearson 34 per cent ) .
Datasets\IAM_Sentences\sentences\a02\a02-053\a02-053-s02-00.png,It said pressure was being put on
Datasets\IAM_Sentences\sentences\a01\a01-063\a01-063-s01-02.png,"the West German Foreign Minister , who is"
Datasets\IAM_Sentences\sentences\p06\p06-104\p06-104-s01-01.png,certainly looked after his own .
Datasets\IAM_Sentences\sentences\m01\m01-090\m01-090-s00-00.png,"After what seemed an undue period of repetition , the voice"
Datasets\IAM_Sentences\sentences\e01\e01-022\e01-022-s01-04.png,"these are proud possessions , linked to the"
Datasets\IAM_Sentences\sentences\a01\a01-102\a01-102-s03-01.png,from the real problems to fiddling about
Datasets\IAM_Sentences\sentences\l01\l01-000\l01-000-s04-01.png,him photographs .
Datasets\IAM_Sentences\sentences\a06\a06-141\a06-141-s04-02.png,generals and officers .
Datasets\IAM_Sentences\sentences\a01\a01-091u\a01-091u-s02-02.png,censure was monstrous .
Datasets\IAM_Sentences\sentences\l03\l03-004\l03-004-s00-00.png,The blow took the writhing thug a fraction
Datasets\IAM_Sentences\sentences\g06\g06-047g\g06-047g-s01-01.png,"Dr Giuseppe Mauro , whom Anglesey consulted in May 1834 ."
Datasets\IAM_Sentences\sentences\e06\e06-033\e06-033-s01-01.png,"is strongest at spring tides , when without"
Datasets\IAM_Sentences\sentences\b04\b04-147\b04-147-s04-01.png,for the people the board will earn their good will .
Datasets\IAM_Sentences\sentences\c03\c03-094d\c03-094d-s00-07.png,asked to modulate from their set moods
Datasets\IAM_Sentences\sentences\d06\d06-063\d06-063-s01-02.png,far greater simplicity than their successors .
Datasets\IAM_Sentences\sentences\a04\a04-015\a04-015-s00-02.png,Washington - said :
Datasets\IAM_Sentences\sentences\p02\p02-155\p02-155-s00-01.png,normally .
Datasets\IAM_Sentences\sentences\j01\j01-066\j01-066-s00-00.png,The probe can be evacuated and filled with inert gas
Datasets\IAM_Sentences\sentences\a03\a03-017\a03-017-s01-00.png,His policy of strict neutrality from 1951
Datasets\IAM_Sentences\sentences\g01\g01-027\g01-027-s01-02.png,offence but for a very wide range of
Datasets\IAM_Sentences\sentences\g06\g06-018a\g06-018a-s01-00.png,"In late November , he was ' suffering as"
Datasets\IAM_Sentences\sentences\b01\b01-014\b01-014-s00-02.png,than could be exercised were she cut off from it .
Datasets\IAM_Sentences\sentences\c03\c03-000b\c03-000b-s00-00.png,The film version of Miss Shelagh Delaney's play A
Datasets\IAM_Sentences\sentences\g06\g06-050p\g06-050p-s02-03.png,"sedate , not easily irritated , patient and persevering ,"
Datasets\IAM_Sentences\sentences\a04\a04-069\a04-069-s01-04.png,in central Europe of a zone of controlled
Datasets\IAM_Sentences\sentences\g04\g04-017\g04-017-s03-00.png,Every year between the
Datasets\IAM_Sentences\sentences\g06\g06-031n\g06-031n-s03-02.png,for my country !
Datasets\IAM_Sentences\sentences\d07\d07-089\d07-089-s00-02.png,Samuel in support of his thesis and quoted
Datasets\IAM_Sentences\sentences\a01\a01-063u\a01-063u-s00-01.png,"level than in the past "" might be useful ."
Datasets\IAM_Sentences\sentences\d06\d06-086\d06-086-s02-01.png,aimlessly along is more wearying than any-
Datasets\IAM_Sentences\sentences\a06\a06-004\a06-004-s02-02.png,"a short period , those "" stagging "" on a new issue"
Datasets\IAM_Sentences\sentences\l01\l01-030\l01-030-s05-01.png,really her own son .
Datasets\IAM_Sentences\sentences\n04\n04-084\n04-084-s04-01.png,"Commander , "" he said ."
Datasets\IAM_Sentences\sentences\e06\e06-021\e06-021-s03-01.png,"the drift , it probably has a survival value"
Datasets\IAM_Sentences\sentences\e04\e04-034\e04-034-s01-00.png,Then thoroughly glasspaper the whole
Datasets\IAM_Sentences\sentences\c02\c02-003\c02-003-s01-00.png,Wicki is
Datasets\IAM_Sentences\sentences\p03\p03-080\p03-080-s03-01.png,"member of the staff , distinguished or not ,"
Datasets\IAM_Sentences\sentences\b02\b02-097\b02-097-s03-01.png,been an election campaign which more people
Datasets\IAM_Sentences\sentences\c06\c06-039\c06-039-s00-01.png,"York's St. Patrick's Day parade as a "" disorderly"
Datasets\IAM_Sentences\sentences\p03\p03-173\p03-173-s05-02.png,which really hurt .
Datasets\IAM_Sentences\sentences\a01\a01-014x\a01-014x-s04-03.png,Macmillan at Chequers .
Datasets\IAM_Sentences\sentences\e04\e04-022\e04-022-s00-02.png,off the exact position of B on the side
Datasets\IAM_Sentences\sentences\n03\n03-113\n03-113-s02-01.png,drag the boat ashore and turn
Datasets\IAM_Sentences\sentences\h07\h07-030\h07-030-s00-04.png,experienced in commercial
Datasets\IAM_Sentences\sentences\f04\f04-032\f04-032-s00-03.png,"the Thursday evening , with blood actually dripping from"
Datasets\IAM_Sentences\sentences\l04\l04-005\l04-005-s05-00.png,His throat went tight and words failed him .
Datasets\IAM_Sentences\sentences\m03\m03-020\m03-020-s01-03.png,"lion munching , or arrows where it hurts most ."
Datasets\IAM_Sentences\sentences\c02\c02-030\c02-030-s01-01.png,suddenly returns to the city for a final epilogue .
Datasets\IAM_Sentences\sentences\a06\a06-134\a06-134-s01-00.png,They
Datasets\IAM_Sentences\sentences\l07\l07-181\l07-181-s01-01.png,"said , meaning it ."
Datasets\IAM_Sentences\sentences\r02\r02-000\r02-000-s00-01.png,drawn between ordinary wage-earners and those
Datasets\IAM_Sentences\sentences\n04\n04-209\n04-209-s02-02.png,"silences , for she knew they betokened a worry of"
Datasets\IAM_Sentences\sentences\f07\f07-032b\f07-032b-s01-01.png,fication of the sense of smelling was a
Datasets\IAM_Sentences\sentences\g07\g07-065\g07-065-s00-01.png,"for his services , but all Mr Hobhouse's duties"
Datasets\IAM_Sentences\sentences\d01\d01-118\d01-118-s00-01.png,might be bulky .
Datasets\IAM_Sentences\sentences\h07\h07-030\h07-030-s00-01.png,have sought to attract private
Datasets\IAM_Sentences\sentences\h02\h02-037\h02-037-s00-03.png,at that time in which exceptionally
Datasets\IAM_Sentences\sentences\c03\c03-021a\c03-021a-s01-01.png,estranged from women but yet moved by a
Datasets\IAM_Sentences\sentences\c06\c06-011\c06-011-s01-03.png,offering to drop by for a chat .
Datasets\IAM_Sentences\sentences\p02\p02-131\p02-131-s00-00.png,Now let him go and you won't have to wait
Datasets\IAM_Sentences\sentences\f04\f04-004\f04-004-s01-02.png,had been murder .
Datasets\IAM_Sentences\sentences\h07\h07-054a\h07-054a-s00-02.png,"little interest in the new towns , probably because of"
Datasets\IAM_Sentences\sentences\b04\b04-010\b04-010-s06-00.png,It is time to
Datasets\IAM_Sentences\sentences\l07\l07-172\l07-172-s01-01.png,when we had installed my things and the
Datasets\IAM_Sentences\sentences\k01\k01-051\k01-051-s00-00.png,"Though that was not quite the phrase , for even"
Datasets\IAM_Sentences\sentences\j01\j01-049\j01-049-s00-00.png,The first requirement is for an anionic
Datasets\IAM_Sentences\sentences\c01\c01-014\c01-014-s00-04.png,everything to his need of inspiration .
Datasets\IAM_Sentences\sentences\e01\e01-025\e01-025-s00-01.png,art .
Datasets\IAM_Sentences\sentences\g06\g06-037b\g06-037b-s02-00.png,While he was in Naples there had opened
Datasets\IAM_Sentences\sentences\m02\m02-055\m02-055-s02-00.png,She
Datasets\IAM_Sentences\sentences\a04\a04-006\a04-006-s02-02.png,"Bundy , the President's special assistant for"
Datasets\IAM_Sentences\sentences\f04\f04-093\f04-093-s01-03.png,"a man "" very close in conversation and"
Datasets\IAM_Sentences\sentences\l04\l04-179\l04-179-s02-00.png,"' He was hitting the bottle pretty hard , sir ... ' the"
Datasets\IAM_Sentences\sentences\h07\h07-013\h07-013-s01-00.png,On the other
Datasets\IAM_Sentences\sentences\h07\h07-028\h07-028-s00-03.png,on the town centres with a
Datasets\IAM_Sentences\sentences\n04\n04-195\n04-195-s02-01.png,"with the possibility of faulty design . """
Datasets\IAM_Sentences\sentences\h07\h07-025\h07-025-s01-03.png,"shops for every thousand people ,"
Datasets\IAM_Sentences\sentences\n04\n04-039\n04-039-s02-01.png,this had already happened half a dozen times .
Datasets\IAM_Sentences\sentences\g06\g06-045f\g06-045f-s00-01.png,"diplomatist Lord Ponsonby , had written to advise Anglesey to give the"
Datasets\IAM_Sentences\sentences\p03\p03-072\p03-072-s03-00.png,"With a blonde , too ."
Datasets\IAM_Sentences\sentences\r06\r06-103\r06-103-s01-02.png,off a cliff near Monte Carlo .
Datasets\IAM_Sentences\sentences\c06\c06-043\c06-043-s02-02.png,three times up before the beaks for
Datasets\IAM_Sentences\sentences\g06\g06-031b\g06-031b-s03-00.png,Personally I am
Datasets\IAM_Sentences\sentences\c04\c04-089\c04-089-s07-01.png,"comes in with another of his own works : "" Parade of the"
Datasets\IAM_Sentences\sentences\h04\h04-049\h04-049-s00-01.png,households containing children reduced their consumption
Datasets\IAM_Sentences\sentences\h07\h07-078\h07-078-s00-01.png,"the waiting period has tended to grow , partly"
Datasets\IAM_Sentences\sentences\h06\h06-085\h06-085-s00-01.png,lines carrying the higher voltages flashover
Datasets\IAM_Sentences\sentences\l07\l07-074\l07-074-s01-00.png,Even if you 're wrong you 'll most certainly be in danger when
Datasets\IAM_Sentences\sentences\b04\b04-116\b04-116-s02-00.png,No wonder there is doubt and fearful heart-searching .
Datasets\IAM_Sentences\sentences\g06\g06-031a\g06-031a-s04-04.png,"upon a dissolution , which must be had , will be"
Datasets\IAM_Sentences\sentences\n04\n04-218\n04-218-s03-01.png,"written letters to the bereaved , had visited many in the"
Datasets\IAM_Sentences\sentences\e04\e04-015\e04-015-s00-00.png,Cut this piece of hardboard so that it
Datasets\IAM_Sentences\sentences\h06\h06-000\h06-000-s01-02.png,1960 ; the types of occurrence which have to be
Datasets\IAM_Sentences\sentences\n04\n04-213\n04-213-s01-00.png,Harry had lost a good deal of weight .
Datasets\IAM_Sentences\sentences\n01\n01-020\n01-020-s01-01.png,"capped summit of Mont Blanc , seven miles"
Datasets\IAM_Sentences\sentences\k07\k07-146\k07-146-s03-02.png,have asked him to join us .
Datasets\IAM_Sentences\sentences\m06\m06-019\m06-019-s00-01.png,you may join us . '
Datasets\IAM_Sentences\sentences\h02\h02-035\h02-035-s00-02.png,"circumstances , if any , in which the supply of morphine"
Datasets\IAM_Sentences\sentences\b06\b06-045\b06-045-s02-00.png,Alongside
Datasets\IAM_Sentences\sentences\b01\b01-127\b01-127-s01-01.png,"what , in fact , can the other Commonwealth countries"
Datasets\IAM_Sentences\sentences\m01\m01-115\m01-115-s00-00.png,""" Now , to summarize what I think our"
Datasets\IAM_Sentences\sentences\g04\g04-088\g04-088-s01-02.png,largely based on this .
Datasets\IAM_Sentences\sentences\n04\n04-209\n04-209-s01-00.png,It
Datasets\IAM_Sentences\sentences\e07\e07-000\e07-000-s00-00.png,WE have not yet reached the stage in Britain
Datasets\IAM_Sentences\sentences\d05\d05-040\d05-040-s04-02.png,table which was handy for the most improbable uses .
Datasets\IAM_Sentences\sentences\a05\a05-029\a05-029-s01-02.png,Berlin crisis .
Datasets\IAM_Sentences\sentences\e06\e06-003\e06-003-s00-00.png,Thus we can see that herring
Datasets\IAM_Sentences\sentences\g06\g06-026k\g06-026k-s01-01.png,an Italian who is perhaps the best Valet de
Datasets\IAM_Sentences\sentences\c04\c04-061\c04-061-s00-00.png,Carole Shelley as the newly-wed and Larry Noble
Datasets\IAM_Sentences\sentences\d04\d04-075\d04-075-s04-03.png,nearly seventy and I had not succeeded that
Datasets\IAM_Sentences\sentences\b03\b03-104\b03-104-s02-00.png,The ordinary British man
Datasets\IAM_Sentences\sentences\g01\g01-083\g01-083-s02-01.png,Commons agreed was that of the first poll-tax .
Datasets\IAM_Sentences\sentences\k07\k07-125\k07-125-s04-01.png,to say he loved her because he knew it to
Datasets\IAM_Sentences\sentences\g07\g07-077a\g07-077a-s00-04.png,"marriage , had been Lady Byron's greatest"
Datasets\IAM_Sentences\sentences\h07\h07-020\h07-020-s01-05.png,hundred and one thousand workers .
Datasets\IAM_Sentences\sentences\h06\h06-092\h06-092-s00-00.png,A new method of applying sand to the
Datasets\IAM_Sentences\sentences\a06\a06-008\a06-008-s04-02.png,had a whispered conversation .
Datasets\IAM_Sentences\sentences\g06\g06-050j\g06-050j-s02-05.png,he appears to despair of ever being
Datasets\IAM_Sentences\sentences\f02\f02-044\f02-044-s02-00.png,Eleven students from seven firms atten-
Datasets\IAM_Sentences\sentences\e02\e02-091\e02-091-s01-04.png,obvious .
Datasets\IAM_Sentences\sentences\f07\f07-019b\f07-019b-s00-09.png,"simplicity , though nowadays their"
Datasets\IAM_Sentences\sentences\k04\k04-050\k04-050-s02-02.png,"wish to marry ... but ... he , like myself , is now"
Datasets\IAM_Sentences\sentences\f07\f07-042a\f07-042a-s01-00.png,The visitor is told that
Datasets\IAM_Sentences\sentences\b01\b01-023\b01-023-s00-01.png,apartheid is a menace to the Commonwealth and a
Datasets\IAM_Sentences\sentences\g06\g06-018a\g06-018a-s00-02.png,winter .
Datasets\IAM_Sentences\sentences\b01\b01-027\b01-027-s04-03.png,dropped from future Royal programmes .
Datasets\IAM_Sentences\sentences\a04\a04-092\a04-092-s02-00.png,Earl Russell
Datasets\IAM_Sentences\sentences\c02\c02-059\c02-059-s02-02.png,and the audience at the awards was particularly
Datasets\IAM_Sentences\sentences\a06\a06-070\a06-070-s02-04.png,of our European Free Trade Association partners
Datasets\IAM_Sentences\sentences\g07\g07-074a\g07-074a-s01-06.png,wonder at her magnanimity and Augusta's
Datasets\IAM_Sentences\sentences\a01\a01-096u\a01-096u-s00-00.png,"The Press , many doctors and public were"
Datasets\IAM_Sentences\sentences\g06\g06-037p\g06-037p-s03-00.png,None of the
Datasets\IAM_Sentences\sentences\g06\g06-047g\g06-047g-s00-04.png,men in the cities of Europe .
Datasets\IAM_Sentences\sentences\f07\f07-032b\f07-032b-s00-04.png,the grosser pleasures of the board .
Datasets\IAM_Sentences\sentences\h02\h02-024\h02-024-s00-01.png,devoted to anaesthetists who become addicted
Datasets\IAM_Sentences\sentences\g07\g07-003b\g07-003b-s02-03.png,explain his attempts to exalt himself at the young
Datasets\IAM_Sentences\sentences\l04\l04-071\l04-071-s00-01.png,pretence and shown her the honest desperation of his feeling
Datasets\IAM_Sentences\sentences\n04\n04-195\n04-195-s03-00.png,He held
Datasets\IAM_Sentences\sentences\b06\b06-100\b06-100-s02-02.png,next year .
Datasets\IAM_Sentences\sentences\g04\g04-017\g04-017-s00-00.png,It was while I was at Tatsfield that I first visited Oberammergau
Datasets\IAM_Sentences\sentences\n06\n06-092\n06-092-s01-00.png,""" But we 've got to remember"
Datasets\IAM_Sentences\sentences\a01\a01-077\a01-077-s00-02.png,spot .
Datasets\IAM_Sentences\sentences\a04\a04-003\a04-003-s01-00.png,There General de Gaulle had made
Datasets\IAM_Sentences\sentences\j01\j01-070\j01-070-s00-00.png,This resulted in the oxidation of the
Datasets\IAM_Sentences\sentences\k02\k02-029\k02-029-s05-01.png,"gallantly , he said :"
Datasets\IAM_Sentences\sentences\n01\n01-057\n01-057-s02-03.png,across Italy via Foggia to Barletta .
Datasets\IAM_Sentences\sentences\g04\g04-014\g04-014-s01-03.png,among the children and young people .
Datasets\IAM_Sentences\sentences\c06\c06-111\c06-111-s02-00.png,But
Datasets\IAM_Sentences\sentences\k04\k04-149\k04-149-s02-00.png,"He turned to Vittoria , sitting erect ,"
Datasets\IAM_Sentences\sentences\m06\m06-031\m06-031-s08-00.png,Most live
Datasets\IAM_Sentences\sentences\e07\e07-079\e07-079-s01-02.png,they must have some protection from severe
Datasets\IAM_Sentences\sentences\e01\e01-050\e01-050-s01-00.png,Without doubt it was the
Datasets\IAM_Sentences\sentences\a01\a01-053u\a01-053u-s02-00.png,He believed
Datasets\IAM_Sentences\sentences\m04\m04-100\m04-100-s02-01.png,"expect me to do ? "" he inquired , bitter ."
Datasets\IAM_Sentences\sentences\g03\g03-000\g03-000-s00-00.png,Sentence Database
Datasets\IAM_Sentences\sentences\c03\c03-081f\c03-081f-s01-01.png,"makes her few brief scenes effective , and"
Datasets\IAM_Sentences\sentences\r03\r03-007\r03-007-s00-00.png,"It was a nakedness of nai""vety to be"
Datasets\IAM_Sentences\sentences\k07\k07-067a\k07-067a-s01-00.png,He twiddled the TV set with
Datasets\IAM_Sentences\sentences\e06\e06-000\e06-000-s00-00.png,This could hardly happen without the
Datasets\IAM_Sentences\sentences\h07\h07-040b\h07-040b-s01-01.png,"case of factories and industrial sites , the"
Datasets\IAM_Sentences\sentences\g06\g06-026l\g06-026l-s02-00.png,But he has not one word of English . '
Datasets\IAM_Sentences\sentences\a01\a01-058u\a01-058u-s01-01.png,said bluntly in Washington yesterday that
Datasets\IAM_Sentences\sentences\e06\e06-041\e06-041-s01-00.png,This assumes
Datasets\IAM_Sentences\sentences\f07\f07-013\f07-013-s00-01.png,programme of entertainment almost
Datasets\IAM_Sentences\sentences\c04\c04-000\c04-000-s00-01.png,Vaughan will burst on to the London Palladium stage
Datasets\IAM_Sentences\sentences\a04\a04-000\a04-000-s01-02.png,to have been devoted to this main point
Datasets\IAM_Sentences\sentences\d06\d06-037\d06-037-s00-00.png,"To others , the long hours of the night bring"
Datasets\IAM_Sentences\sentences\k04\k04-068\k04-068-s01-02.png,her a child .
Datasets\IAM_Sentences\sentences\c03\c03-094a\c03-094a-s00-03.png,"the editor , always comically abashed by the"
